x_1,x_2,Label
0.123363,-0.318191,C
-0.679029,0.665237,C
-0.540925,-0.802029,M
-0.294823,-0.094054,N
-0.001481,0.007252,I
0.130306,-0.712528,M
0.011925,0.07244,M
-0.767702,0.602985,C
-0.248833,0.020178,A
0.450906,0.118798,I
-0.368969,0.093683,N
-0.277683,0.091145,A
0.485795,-0.206609,M
0.142113,0.219933,I
0.017289,0.172571,I
-0.209295,0.57161,N
-0.092714,-0.852947,M
0.049445,0.222826,I
-0.167824,-0.366042,C
-0.826511,0.214817,C
0.470452,-0.626357,I
0.186018,-0.627124,M
-0.276395,0.199492,A
-0.104105,0.475433,A
0.510579,-0.352646,I
0.452387,-0.636584,I
-0.774004,0.374793,C
-0.068159,-0.058495,N
-0.078327,-0.036031,A
0.024969,-0.708102,M
0.086214,-0.371196,C
0.290273,-0.8044,I
-0.045937,-0.066491,N
-0.462064,0.236132,N
-0.483921,-0.379732,C
-0.7805,0.170755,C
-0.046538,-0.962268,I
-0.736314,-0.084517,C
-0.319642,0.387732,N
0.831611,0.289546,A
-0.041431,-0.35768,C
-0.171958,-0.084591,A
-0.531236,0.838475,C
0.178917,0.124275,M
0.212102,0.27497,I
-0.076619,-0.093424,N
-0.027563,-0.02617,A
-0.031849,0.07056,I
-0.533525,-0.736181,M
0.615307,-0.089097,I
-0.290965,0.431824,A
-0.60643,0.764218,C
0.083943,0.589977,A
0.699101,0.660532,N
0.36772,0.138333,I
0.437006,0.732519,N
-0.116547,-0.976667,I
0.248512,0.526847,A
0.234578,-0.689536,I
0.156412,0.142576,M
-0.313327,-0.024241,N
0.428733,-0.595213,I
-0.017737,-0.030644,N
-0.152713,-0.032967,A
-0.300759,0.442346,N
0.237211,0.062273,M
0.065622,-0.03993,C
-0.350445,0.340895,N
0.11529,0.218951,I
0.266827,0.735023,N
0.133474,-0.297276,C
0.24902,-0.607688,M
0.239106,0.124665,M
0.79082,0.340407,A
-0.153329,-0.093206,N
0.073336,-0.182021,C
-0.024768,-0.057723,N
0.398395,-0.008198,M
-0.625385,0.78006,C
0.150379,-0.129171,C
0.014328,0.126416,M
-0.583194,-0.252042,C
-0.788713,0.260967,C
0.24912,0.217134,I
0.221802,0.752343,N
-0.074525,0.48116,A
-0.20406,0.088046,A
-0.381486,-0.857126,M
-0.210239,0.041227,A
0.448602,0.2572,I
-0.231879,0.016232,A
-0.638104,-0.036163,C
0.023817,0.072188,M
0.975614,0.043759,A
0.254344,0.147579,M
0.646883,-0.226339,I
-0.159599,-0.109301,N
0.171312,0.228087,M
-0.3913,-0.826869,M
0.556536,-0.438196,I
-0.119439,-0.375753,C
0.358292,-0.033685,M
-0.379764,0.031603,N
0.600194,0.670083,N
0.118128,-0.248397,C
-0.038167,-0.340335,C
0.088423,-0.212374,C
0.395137,0.560693,A
-0.355464,0.40292,N
-0.419744,-0.789991,M
-0.041029,-0.09537,N
-0.055873,-0.428055,C
0.083236,-0.101708,C
0.03702,0.079633,M
0.874001,0.481379,N
-0.406849,-0.779374,M
-0.731365,0.61968,C
0.036153,-0.006909,C
0.959669,-0.272469,A
0.095636,0.082381,M
0.550107,-0.374233,I
0.512906,-0.248454,M
-0.317646,0.045333,N
0.754015,0.463299,A
0.489772,-0.338772,M
0.410879,-0.154276,M
0.160316,-0.6414,M
-0.104001,0.658977,N
-0.302707,0.173028,A
-0.808477,0.544959,C
0.444768,0.075259,I
-0.000052,0.022004,M
-0.149021,0.72785,N
-0.120218,-0.001224,A
0.870699,0.230061,A
-0.829441,0.312557,C
-0.741555,0.34567,C
-0.065708,0.661276,N
0.341977,0.127788,M
0.037576,0.162547,I
0.260652,0.124961,M
0.362846,-0.669101,I
-0.090915,-0.994453,I
0.710807,0.4483,A
0.460283,0.789854,N
0.319332,0.029197,M
-0.284564,-0.062085,N
-0.201776,0.018697,A
0.819347,0.540921,N
-0.157602,0.003076,A
0.007706,0.842733,N
-0.347829,0.484121,N
-0.31169,0.262781,A
0.043876,0.638422,A
0.621798,0.688588,N
0.238235,0.096539,M
-0.027714,0.042825,I
0.104542,0.26584,I
0.912987,0.032996,A
0.192067,0.145652,M
0.736186,0.229583,A
-0.76901,0.353503,C
-0.238835,0.430254,N
0.261004,0.160991,M
0.052988,0.096193,M
0.673381,0.637654,N
0.124086,-0.112115,C
0.287232,0.175237,M
-0.332498,-0.070392,N
0.423256,0.667947,A
-0.221746,0.659878,N
-0.26746,0.201165,A
0.177722,-0.198794,C
0.109939,0.140291,M
0.890767,0.042464,A
-0.215,0.112056,A
-0.265387,0.424111,N
-0.766256,-0.123565,C
0.408063,0.028859,M
0.874068,0.163224,A
0.212658,0.108303,M
0.464781,0.55687,A
-0.036237,0.542099,A
-0.666735,-0.128135,C
-0.303617,0.143141,A
0.150213,-0.122197,C
-0.01175,-0.031272,N
0.7274,0.422438,A
0.123347,0.622219,A
-0.023172,-0.950108,I
0.466363,0.153893,I
0.992752,-0.041013,A
-0.072037,-0.359324,C
-0.702484,0.30125,C
-0.02652,0.533248,A
0.119141,0.216651,I
-0.711024,-0.589765,M
0.466082,-0.248745,M
0.347641,0.104031,M
0.129078,-0.096616,C
-0.225447,0.273798,A
-0.005557,0.024995,I
0.557606,-0.123479,I
0.667309,0.573634,A
0.088569,0.672327,A
-0.182,0.403765,A
-0.5223,-0.327573,C
-0.001231,-0.011336,N
-0.22554,-0.046315,A
0.035545,0.594057,A
0.054163,0.271709,I
0.587696,-0.257737,I
-0.021922,-0.069436,N
0.934042,-0.050142,A
0.584055,-0.498939,I
-0.19919,0.524567,N
-0.560926,-0.194588,C
0.655093,0.033155,I
0.365225,-0.501658,M
0.065602,-0.293621,C
-0.347168,0.162876,A
-0.623371,-0.124732,C
0.174539,0.230414,I
0.446829,0.127606,I
0.311641,0.159465,I
0.896372,0.152084,A
0.236586,0.263694,I
0.115434,-0.900816,I
0.387902,0.626361,A
0.054809,-0.019009,C
0.323732,0.546428,A
-0.327689,0.147784,N
0.020715,0.112736,M
-0.20423,0.426964,A
-0.531156,0.811163,C
0.053134,-0.861135,I
0.532459,0.718611,N
0.317346,-0.565582,M
0.393639,0.005559,M
-0.015483,0.188202,I
0.411916,0.797705,N
0.10673,0.132621,M
0.476792,0.084926,I
0.588954,0.524664,A
-0.209433,-0.46359,C
0.143671,-0.841393,I
0.023492,0.59966,A
-0.113084,0.626605,N
0.629818,-0.116645,I
-0.687787,0.555942,C
0.172805,0.593269,A
-0.236325,-0.458817,C
0.019244,0.195494,I
-0.578373,-0.627748,M
0.486202,-0.35654,I
-0.014719,-0.062914,N
0.116092,0.55776,A
-0.413513,0.278046,N
-0.362619,-0.807713,M
0.465525,0.135688,I
0.141199,-0.109097,C
-0.378641,0.035227,N
0.377384,0.599441,A
0.3476,-0.698216,I
-0.408649,-0.505901,C
-0.3548,0.038396,N
0.044715,-0.022395,C
0.132819,-0.655207,M
-0.216096,-0.015396,A
0.259189,0.620367,A
-0.233132,-0.105886,N
-0.374621,0.158268,N
0.010814,0.49198,A
-0.030842,-0.019346,A
-0.23663,0.05806,A
-0.000874,0.056405,M
0.584859,0.459135,A
-0.004443,-0.260414,C
0.129583,-0.135429,C
-0.739089,0.595893,C
-0.800329,0.230159,C
-0.01266,-0.054972,N
-0.726736,0.003738,C
0.050888,0.205021,I
-0.02289,0.05112,I
-0.115956,0.710342,N
0.413507,-0.042479,M
0.638766,0.545766,A
-0.012669,0.124583,I
0.183984,0.245588,I
-0.522613,0.712697,C
-0.204223,-0.074662,N
0.882924,0.40695,N
-0.776567,0.281358,C
-0.163905,0.497606,A
-0.696855,-0.650065,M
0.159544,0.091334,M
0.147851,-0.131756,C
-0.249238,0.146407,A
-0.787083,0.134899,C
0.405589,0.048523,M
0.404455,0.60885,N
0.365516,-0.07956,M
0.155154,-0.716541,M
-0.448216,0.23846,N
0.116705,0.645059,A
-0.738687,0.501393,C
0.559704,0.525817,A
0.25277,0.077052,M
-0.203444,0.015601,A
0.083285,0.102443,M
-0.854313,-0.502222,M
-0.227567,-0.772958,M
0.11242,-0.168597,C
-0.536427,0.802399,C
0.542264,0.036759,I
0.059149,-0.031072,C
0.074068,0.604803,A
-0.212733,0.267872,A
0.116987,-0.132074,C
0.356093,-0.502062,M
-0.057682,-0.374459,C
-0.772355,0.271136,C
0.065678,0.321628,I
0.384728,0.584962,A
0.190621,0.133022,M
0.493874,-0.619357,I
0.651321,-0.29821,I
0.553686,0.593077,N
-0.66174,-0.158836,C
0.164814,0.232826,I
0.03419,0.179815,I
-0.400576,0.421545,N
0.053256,0.117083,M
-0.349997,0.488228,N
0.282018,0.081861,M
-0.244772,-0.414174,C
0.72731,0.651735,N
0.147378,0.161779,M
0.094176,-0.252674,C
0.600182,-0.164526,I
0.382025,-0.732534,I
-0.228692,0.012728,A
-0.325747,-0.014408,N
-0.747179,0.523607,C
-0.00721,-0.01823,N
0.670959,-0.262125,I
0.297524,0.342512,I
-0.639934,-0.747748,M
0.554196,-0.018698,I
0.17975,-0.648691,M
0.876327,0.332785,A
0.777524,0.331821,A
-0.05137,-0.019681,A
-0.258153,-0.06352,N
-0.813802,0.301835,C
-0.092035,-0.083733,N
-0.314309,0.102066,N
0.175889,0.173768,M
0.198747,-0.821263,I
-0.365419,0.413077,N
-0.011414,0.032458,M
0.451588,0.663939,A
-0.010664,0.072434,I
-0.102899,-0.061006,N
0.095335,0.127038,M
-0.193978,0.672732,N
-0.026571,-0.067148,N
0.031371,0.136058,I
-0.246055,0.090157,A
-0.020684,-0.030687,N
-0.400857,0.058349,N
0.024669,-0.41996,C
-0.107583,-0.00289,A
-0.229868,-0.959239,I
-0.199581,-0.020589,A
0.622326,-0.461471,I
-0.65725,-0.719894,M
0.105033,0.245749,I
0.103602,0.172523,M
0.049243,0.667921,A
0.12021,0.088762,M
-0.82943,0.38915,C
-0.081545,0.567082,A
-0.037133,0.538028,A
0.145055,0.25372,I
-0.135261,-0.10435,N
0.663715,0.396159,A
-0.527092,-0.796355,M
0.597236,-0.349807,I
-0.040786,0.13709,I
-0.139352,-0.013745,A
-0.243833,-0.418436,C
0.573282,-0.040557,I
0.621363,-0.171247,I
0.71369,0.462359,A
0.142829,0.519221,A
-0.373578,0.400531,N
0.005389,0.019264,M
0.746345,0.541317,N
0.820768,0.514686,N
-0.179891,-0.031549,A
-0.373237,0.258988,N
0.166074,0.117506,M
0.364088,0.220177,I
-0.239536,0.136817,A
-0.012752,0.084864,I
0.347836,0.099081,M
0.090246,0.232338,I
-0.154386,0.733069,N
0.251812,0.548478,A
0.092055,0.555537,A
-0.241983,0.276552,A
0.847275,0.385824,A
-0.199176,0.046099,A
0.106697,-0.261961,C
-0.793512,0.339206,C
0.052478,0.203381,I
-0.408339,-0.796846,M
0.111989,0.166719,M
-0.333511,-0.902757,M
0.021185,-0.011288,C
0.26682,0.112217,M
-0.303084,-0.057345,N
0.03088,-0.318973,C
-0.238868,0.091103,A
-0.016897,0.03157,I
-0.03109,-0.016522,A
-0.093208,-0.41228,C
0.444357,-0.321574,M
0.484689,-0.632378,I
0.018275,-0.271039,C
0.513131,-0.44519,I
-0.624989,-0.15668,C
0.527052,0.538568,A
-0.365503,0.067448,N
-0.398482,0.37167,N
-0.43918,-0.410739,C
0.065965,0.698834,N
0.259739,0.303512,I
0.337098,-0.522166,M
0.816795,0.439615,A
-0.082358,-0.083698,N
-0.044847,0.757024,N
0.251126,-0.594679,M
0.236112,0.085895,M
-0.193708,-0.85716,M
0.013765,0.706807,N
0.008325,0.088025,I
-0.11092,-0.650544,M
0.304948,-0.730243,I
-0.102672,-0.039538,A
0.072624,-0.023772,C
-0.322294,0.543095,N
0.516751,0.078668,I
-0.373479,-0.377326,C
0.414161,0.033124,M
0.554695,-0.004217,I
0.357735,0.639028,A
0.309734,-0.70862,I
0.969281,-0.232601,A
0.3739,0.111173,I
-0.073222,-0.092053,N
-0.34103,0.330778,N
0.357613,0.77989,N
-0.250875,-0.815452,M
0.041646,-0.024285,C
-0.168701,-0.089641,N
0.29538,-0.855842,I
0.076383,-0.005961,C
-0.261445,-0.345017,C
-0.029432,0.16381,I
-0.758303,0.078468,C
0.567866,0.091025,I
0.078345,0.716071,N
0.604648,0.422347,A
-0.433142,0.313528,N
0.463786,-0.287197,M
0.42154,0.654563,N
0.583452,-0.055833,I
0.460711,-0.686744,I
0.117443,-0.043457,C
0.042322,0.085966,M
-0.351777,-0.790866,M
0.029598,-0.003511,C
-0.097223,0.672343,N
-0.234897,-0.092491,N
-0.225324,0.370324,A
0.067618,-0.247169,C
0.575824,0.399328,A
-0.070052,0.512135,A
0.496092,-0.070672,I
-0.029596,-0.387349,C
0.4426,-0.649972,I
0.180359,0.777104,N
0.397333,0.669534,A
0.090684,-0.158302,C
0.897962,0.386467,N
0.352953,-0.671887,I
0.221357,0.761227,N
-0.211184,-0.892128,I
-0.253414,0.208032,A
0.828753,0.344179,A
0.581724,-0.323313,I
0.320737,-0.744405,I
0.065435,-0.755323,M
-0.318115,-0.087262,N
0.031506,-0.017432,C
0.7334,0.455941,A
-0.165487,-0.070901,A
0.107293,-0.169069,C
0.575515,-0.501792,I
-0.252153,-0.114797,N
-0.243198,-0.102339,N
0.074622,-0.976148,I
-0.404872,0.156558,N
-0.146823,-0.080896,N
-0.582148,-0.333954,C
0.02463,-0.336367,C
-0.689009,0.493943,C
0.038892,-0.630127,M
-0.461517,0.74383,C
-0.061368,-0.044519,A
0.118817,-0.174659,C
0.505726,-0.080562,M
-0.016894,0.024556,I
-0.004242,0.079903,I
0.039804,0.07535,M
0.022622,-0.374392,C
0.594406,0.681871,N
0.45028,-0.449339,M
-0.304756,-0.04501,N
-0.622319,-0.764536,M
0.115009,0.099735,M
0.366031,0.612973,A
-0.279361,-0.451228,C
0.334745,-0.44533,M
0.434962,-0.286617,M
-0.023941,0.137154,I
-0.217944,-0.085314,N
0.896998,-0.082459,A
0.549217,-0.240883,I
0.345094,-0.699235,I
0.584673,0.374147,A
-0.007547,-0.020029,N
0.894992,-0.223945,A
0.661033,0.536532,A
0.41664,0.05819,I
0.286278,0.620259,A
-0.037717,-0.43867,C
0.28274,0.126287,M
0.910323,-0.028924,A
0.078847,-0.862175,M
0.060668,-0.027509,C
-0.305149,0.676073,N
0.989196,-0.048775,A
-0.071283,-0.366609,C
-0.176555,0.314275,A
0.41762,0.567674,A
0.098187,0.196699,I
-0.325345,-0.409621,C
0.147447,0.175275,M
0.679365,0.660598,N
-0.688478,-0.191978,C
-0.034216,-0.066532,N
0.281725,0.239662,I
-0.711343,-0.701991,M
0.877477,0.464416,N
-0.438919,0.476888,N
0.082233,0.082979,M
-0.57399,-0.272819,C
0.546606,0.71774,N
0.101279,-0.081543,C
-0.141626,-0.043751,N
-0.511146,-0.782421,M
-0.040893,0.765662,N
-0.678235,0.592792,C
0.03557,-0.019173,C
0.190231,-0.696223,M
0.147578,-0.946961,I
0.143069,0.222173,I
0.01439,-0.003471,C
-0.090346,-0.082319,N
-0.199866,0.333819,A
0.932306,0.123024,A
0.066267,0.092544,M
-0.290575,0.006967,N
-0.106357,-0.813037,M
0.811118,0.526831,N
-0.672759,-0.166844,C
-0.175223,-0.016887,A
0.071528,-0.036309,C
0.920134,0.157916,A
0.434225,-0.441601,M
-0.218386,0.079031,A
0.211754,0.121327,M
0.436682,-0.218502,M
-0.285953,0.256409,N
-0.236751,0.312529,A
-0.00617,-0.002862,A
-0.170765,-0.049648,N
-0.286751,0.069523,A
-0.023027,0.071814,I
0.062156,-0.284958,C
0.561442,-0.436796,I
0.042039,0.087882,M
-0.17724,0.008317,A
-0.266266,-0.030903,N
0.595972,-0.31849,I
0.558363,0.650365,N
-0.054381,-0.06246,N
-0.144881,-0.006548,A
-0.058493,-0.308975,C
0.985395,0.079517,A
-0.005189,0.085059,I
0.818705,0.553048,N
0.064621,-0.245902,C
0.046881,0.57581,A
-0.582548,0.760516,C
-0.052203,-0.471212,C
-0.477409,-0.369866,C
0.55679,-0.31339,I
-0.366874,-0.774248,M
0.105852,0.216563,I
0.057495,-0.316688,C
-0.00267,0.155608,I
-0.756153,0.415462,C
0.000319,0.028804,M
-0.128912,-0.43186,C
0.421529,0.583637,N
-0.183867,-0.762913,M
0.227247,0.246229,I
0.160416,0.717431,N
-0.268571,0.542255,N
0.023144,-0.975321,I
-0.273386,0.569063,N
0.537397,-0.488653,I
-0.545406,-0.270322,C
0.850283,0.428142,N
-0.06652,-0.059155,N
0.984976,0.086853,A
-0.366707,0.375009,N
-0.374842,0.139275,N
0.244479,0.234652,I
-0.189932,-0.006341,A
0.24088,-0.771219,I
0.220944,0.781531,N
0.462148,-0.131514,M
0.120829,0.177645,M
-0.000058,0.001199,M
0.335514,0.683661,A
0.526531,0.024606,I
0.435011,-0.646895,I
0.56377,0.024757,I
0.413795,-0.00852,M
0.219111,0.224164,I
-0.159182,-0.944065,I
-0.669759,-0.668921,M
0.504979,0.05054,I
-0.75902,-0.022441,C
-0.678415,0.149718,C
-0.807702,0.360685,C
0.160924,0.258456,I
-0.075486,-0.785941,M
-0.015169,0.027042,I
-0.141933,-0.130544,N
-0.039842,-0.084275,N
0.136368,-0.904157,I
0.278138,-0.771562,M
0.402605,-0.647843,I
-0.056932,-0.054214,N
0.063948,0.276765,I
-0.182591,0.434921,A
0.009756,-0.380551,C
-0.224861,-0.796015,M
0.042707,0.611633,A
0.234729,0.256469,I
0.476643,0.696972,N
0.467704,-0.190734,M
0.605352,-0.299377,I
0.7541,0.548681,N
0.024217,0.18627,I
0.045047,0.568131,A
0.05759,-0.304056,C
-0.296862,0.254895,A
0.049934,0.137865,I
0.185981,-0.113048,C
0.397072,-0.002473,M
0.666597,0.468843,A
-0.151462,-0.052282,A
-0.708095,0.59825,C
0.522548,-0.282281,I
-0.343308,-0.828681,M
-0.303989,0.473774,N
-0.086182,-0.080344,A
-0.487093,-0.347458,C
-0.164787,-0.81181,M
-0.39929,-0.398486,C
0.358251,-0.654975,M
0.554998,-0.339362,I
0.32975,-0.491802,M
0.571109,-0.338195,I
0.502128,-0.616043,I
0.412107,-0.123053,M
-0.428978,0.009633,N
-0.219521,0.32172,A
0.081755,0.245813,I
-0.367874,0.407125,N
-0.757889,0.136899,C
-0.015077,-0.030259,N
0.521152,-0.157768,I
0.004914,0.663514,N
0.023004,0.092811,M
0.337733,0.718987,N
-0.060306,-0.041516,A
-0.37856,-0.469518,C
0.194414,0.240255,I
0.067473,-0.273455,C
0.08828,-0.865885,I
-0.267491,0.303936,A
0.016221,0.079171,M
0.561484,-0.223471,I
-0.343328,0.227175,A
0.784101,0.386029,A
-0.664845,0.669583,C
0.024538,-0.006581,C
-0.029869,0.064868,I
-0.143967,0.434881,A
-0.163421,-0.126795,N
0.271213,0.572981,A
-0.61002,-0.172448,C
0.788348,0.250421,A
0.09743,-0.110114,C
0.119372,-0.690092,M
-0.324568,0.399726,N
-0.862546,-0.079183,C
0.397764,-0.616816,I
-0.225494,-0.046537,N
0.425487,0.041287,I
0.033571,-0.276022,C
0.142422,0.752596,N
-0.522526,-0.739869,M
-0.767636,0.294989,C
0.4682,0.099689,I
-0.480278,-0.332454,C
0.044572,-0.232004,C
-0.126367,-0.092545,N
0.049271,0.146993,I
0.067091,0.113244,M
-0.745928,0.419855,C
0.848741,0.306479,A
-0.326363,0.367502,N
0.538083,0.469539,A
0.467697,0.699159,N
-0.163777,0.00916,A
0.668455,0.010284,I
0.197661,0.154454,M
-0.302691,0.489485,N
-0.144984,-0.846648,M
0.445232,-0.331537,M
-0.292499,-0.841598,M
-0.086057,-0.10327,N
0.007472,0.019202,M
0.507953,0.689957,N
-0.201642,0.142044,A
0.04897,-0.349052,C
-0.275995,-0.496568,C
-0.670208,-0.124844,C
-0.315338,0.146886,N
0.323285,-0.540642,M
-0.678687,-0.176812,C
0.979744,0.199254,N
-0.132776,0.572523,A
0.574118,0.638922,N
0.004904,0.532684,A
-0.190363,0.465911,A
0.041033,0.107883,M
0.017717,0.147167,I
0.133036,0.735007,N
0.180789,-0.141931,C
-0.376441,0.301499,N
0.24428,0.269416,I
0.4449,-0.569836,I
0.806857,0.260832,A
0.297956,-0.85177,I
-0.509376,-0.848667,I
0.751583,0.255916,A
-0.669479,0.442971,C
-0.199263,-0.08348,N
-0.362995,0.315734,N
-0.036671,-0.029732,A
-0.074932,-0.014982,A
-0.150223,-0.001483,A
0.460348,-0.494123,M
0.074296,-0.852942,M
0.435938,0.092719,I
-0.080787,-0.002189,A
0.015083,0.63955,A
0.000874,0.003699,M
-0.326103,-0.820551,M
-0.777819,0.447936,C
0.341878,-0.731846,I
-0.071861,-0.02657,A
-0.410145,-0.049173,N
-0.018733,0.048519,I
0.123283,0.590182,A
-0.084721,-0.043464,A
0.40141,-0.34899,M
-0.296958,-0.435011,C
-0.659189,-0.669829,M
-0.122168,0.521385,A
0.274529,-0.725769,M
0.59158,-0.312259,I
-0.179306,0.121945,A
0.115303,0.60035,A
-0.238962,0.329317,A
0.766861,0.408278,A
0.612277,0.42082,A
0.319141,-0.762686,I
0.589205,-0.338535,I
0.46416,0.011113,I
-0.604313,0.613253,C
0.032403,-0.273945,C
0.48971,-0.501779,I
-0.41401,-0.424439,C
0.541081,-0.32372,I
0.045464,0.115821,M
-0.328483,-0.93052,I
-0.274736,0.008086,N
-0.005235,0.579492,A
-0.771685,0.113288,C
-0.202379,-0.421861,C
0.091974,0.689229,N
0.34023,-0.458461,M
-0.081932,-0.357813,C
0.599522,-0.381744,I
-0.261006,0.249497,A
-0.126879,-0.110473,N
0.00144,0.010504,M
0.128884,-0.856329,I
0.061825,0.713068,N
0.026818,0.594715,A
-0.451561,0.16655,N
0.301868,0.749883,N
-0.305944,0.377999,A
-0.091879,-0.025751,A
-0.047248,0.052209,I
0.31046,-0.116122,M
-0.518186,-0.235799,C
0.412823,-0.347651,M
0.121931,0.233087,I
-0.402548,0.103672,N
0.959986,0.003309,A
-0.305186,0.476333,N
0.106988,-0.21153,C
-0.712627,0.421926,C
0.279275,-0.549193,M
0.098161,-0.352459,C
-0.441044,-0.868416,M
-0.664294,-0.080338,C
-0.787328,0.006763,C
0.605606,0.401384,A
0.020559,-0.833113,M
0.763155,0.310664,A
-0.751001,-0.037779,C
-0.271395,0.113205,A
-0.424281,-0.426395,C
-0.22143,0.067349,A
0.338185,-0.614874,M
0.395512,-0.394342,M
0.425898,-0.052204,M
0.548538,-0.236424,I
0.040317,-0.011802,C
-0.16894,-0.105998,N
-0.299467,-0.043852,N
0.029013,-0.959153,I
0.30748,-0.708511,I
0.60719,0.578954,A
-0.212712,-0.050583,N
-0.770762,0.471577,C
-0.378609,-0.018807,N
0.030287,-0.261102,C
-0.561278,-0.337493,C
-0.129883,-0.120887,N
-0.281612,0.57285,N
-0.772111,0.047242,C
-0.020707,-0.072517,N
-0.223602,0.217968,A
0.045617,0.62045,A
-0.177639,-0.431347,C
0.074176,0.133165,M
-0.77289,-0.083206,C
-0.633173,0.665498,C
-0.419856,0.870868,C
0.901492,-0.029675,A
-0.75693,0.43047,C
0.065193,0.202402,I
0.048469,-0.01994,C
0.053863,0.219534,I
0.355878,0.232116,I
0.235909,0.579767,A
-0.349819,0.062002,N
-0.166178,0.474439,A
-0.029026,-0.08521,N
-0.219851,-0.381932,C
0.42564,0.139411,I
0.138831,0.151433,M
-0.27137,0.204951,A
0.538822,0.600714,A
0.314149,0.725896,N
0.186085,0.594481,A
0.321277,0.098603,M
-0.08453,-0.079473,N
-0.351992,-0.386151,C
-0.678316,-0.043915,C
0.175006,-0.100561,C
-0.346111,-0.0525,N
0.121809,0.182533,M
0.278957,-0.769777,I
0.146992,0.784304,N
0.009669,0.621449,A
0.071749,-0.116272,C
0.011136,0.19993,I
0.04372,-0.012992,C
0.508117,0.654729,N
0.132924,-0.16495,C
-0.089971,-0.017297,A
0.595523,0.112853,I
-0.50258,-0.28205,C
-0.183903,0.31282,A
-0.742265,-0.063177,C
-0.491941,-0.808484,M
-0.022979,-0.771012,M
0.450112,0.120232,I
-0.00577,-0.007168,A
-0.533333,-0.376315,C
0.671661,0.684498,N
-0.545456,-0.658891,M
0.46038,0.016952,I
0.36928,0.222026,I
-0.180469,-0.102289,N
-0.34097,0.086903,N
0.572982,-0.330631,I
0.344077,0.146776,I
-0.496627,0.243501,N
0.663454,0.510566,A
0.202695,0.220162,I
-0.727503,0.080532,C
0.068237,0.270791,I
0.460339,0.737731,N
0.134571,0.643409,N
0.214538,-0.685559,M
0.049402,-0.260001,C
-0.003992,0.033772,I
0.437738,0.49466,A
-0.237976,0.485969,N
-0.757314,-0.007543,C
0.502031,-0.14769,I
-0.385496,0.300038,N
-0.031973,-0.989482,I
-0.169265,0.598239,N
0.511444,0.612767,A
0.506984,-0.03369,I
0.430577,-0.533446,M
0.946719,0.068448,A
0.447576,-0.374389,M
0.040834,0.14852,M
-0.036579,-0.073184,N
0.471113,-0.054845,M
-0.096298,-0.302506,C
-0.775319,0.507387,C
0.461425,-0.29508,M
-0.293434,0.060765,N
-0.140139,0.045786,A
0.876379,0.46606,N
-0.653483,-0.232284,C
-0.061834,-0.018043,A
-0.228582,0.400445,A
-0.060969,0.093022,I
0.786959,0.293097,A
0.540043,-0.053726,I
0.886468,0.147038,A
-0.287723,0.44618,N
0.140121,-0.091652,C
-0.239157,-0.373716,C
-0.654338,-0.113641,C
-0.126325,-0.39035,C
-0.097203,-0.057669,N
-0.177956,-0.832769,M
0.111196,-0.093728,C
0.50095,-0.578632,I
-0.317222,0.146149,N
0.172779,0.107782,M
-0.503191,-0.397619,C
-0.097789,0.714483,N
-0.179026,0.478722,A
-0.122006,-0.807397,M
-0.225249,-0.028503,N
-0.764417,-0.028641,C
0.49409,-0.510076,I
-0.127185,-0.010599,A
0.130977,-0.085165,C
-0.756483,0.448761,C
0.231005,-0.745381,I
0.642473,0.61152,N
-0.001316,-0.000911,A
0.460428,-0.376426,I
0.567429,-0.114752,I
0.472545,0.061232,I
-0.344041,0.182987,A
0.648922,-0.179665,I
-0.026416,0.138328,I
-0.044532,-0.018467,A
0.440313,0.557159,A
-0.153011,-0.060215,A
-0.119097,-0.112212,N
0.030832,0.080516,M
0.306254,-0.605939,M
-0.059132,0.684588,N
-0.19153,-0.405536,C
0.462763,0.158327,I
0.506543,-0.424553,I
-0.423722,-0.491497,C
-0.72906,-0.236802,C
0.72843,0.560614,N
-0.011016,0.175891,I
-0.592889,-0.680805,M
0.428454,-0.596892,I
-0.814617,0.295547,C
0.486109,-0.293252,I
-0.107264,-0.091561,N
0.585933,-0.070153,I
0.382566,0.623072,A
-0.014209,-0.010392,A
-0.191393,0.164621,A
-0.196296,-0.102496,N
0.205255,-0.758683,M
-0.692304,0.599478,C
0.237473,-0.643945,M
-0.860945,0.167957,C
0.451427,-0.140865,M
-0.354181,0.29304,N
-0.069163,0.6937,N
0.335457,-0.655047,I
0.894791,0.094618,A
-0.020185,0.168227,I
0.49987,-0.282785,M
0.527521,0.700076,N
0.108026,0.097664,M
-0.664387,-0.312818,C
-0.000568,-0.384276,C
-0.020795,0.065806,I
0.587505,-0.310122,I
-0.027764,0.128256,I
0.500606,-0.415744,I
0.423247,0.060051,M
-0.233628,0.305605,A
-0.052273,-0.039656,N
0.867402,0.340353,A
0.298231,0.113963,M
0.445237,-0.087173,M
-0.222246,0.024978,A
0.118476,0.138732,M
-0.822135,-0.054886,C
0.728117,0.608627,N
-0.355547,0.088818,N
0.977037,-0.017587,A
-0.09959,-0.047695,A
0.211079,-0.846659,I
-0.268451,-0.37759,C
0.051335,-0.151152,C
0.635563,-0.195437,I
0.182816,0.101787,M
0.383887,0.70411,N
-0.131617,0.662589,N
0.296802,0.236454,I
0.448287,0.013487,M
0.271744,0.261709,I
0.324365,-0.524298,M
-0.351663,0.37857,A
0.009416,0.145324,I
0.33912,-0.694814,I
